Name	Completeness	Contamination	Completeness_Model_Used	Translation_Table_Used	Coding_Density	Contig_N50	Average_Gene_Length	Genome_Size	GC_Content	Total_Coding_Sequences	Total_Contigs	Max_Contig_Length	Additional_Notes
ERR2641635_bin.1	84.74	4.25	Neural Network (Specific Model)	11	0.881	45678	319.68204121687927	2216336	0.6	2038	69	149823	None
ERR2641635_bin.10	82.45	2.14	Neural Network (Specific Model)	11	0.889	21773	313.9598781107161	2083044	0.43	1969	145	105975	None
ERR2641635_bin.11	89.59	2.36	Gradient Boost (General Model)	11	0.89	8532	304.20788824979456	2491542	0.49	2434	368	38599	None
ERR2641635_bin.12	88.29	8.26	Neural Network (Specific Model)	11	0.867	25179	318.18063145112325	3621095	0.42	3294	275	123302	None
ERR2641635_bin.13	21.63	2.69	Neural Network (Specific Model)	11	0.899	2298	231.55874673629242	884710	0.34	1149	366	8921	None
ERR2641635_bin.14	7.24	0.25	Neural Network (Specific Model)	11	0.843	7740	240.16707616707617	346436	0.34	407	63	34848	None
ERR2641635_bin.15	90.95	0.57	Gradient Boost (General Model)	11	0.886	7805	325.32487562189056	2211486	0.34	2010	392	34655	None
ERR2641635_bin.16	73.93	3.9	Gradient Boost (General Model)	11	0.887	5755	300.42762847713345	2150467	0.44	2121	461	32044	None
ERR2641635_bin.17	84.46	1.99	Neural Network (Specific Model)	11	0.889	19264	322.3178233438486	2754742	0.49	2536	223	102519	None
ERR2641635_bin.18	67.62	1.38	Neural Network (Specific Model)	11	0.919	9186	353.4885939444214	2779210	0.48	2411	381	38238	None
ERR2641635_bin.19	89.46	0.1	Gradient Boost (General Model)	11	0.925	6392	321.1303656597774	1961914	0.39	1887	386	35438	None
ERR2641635_bin.2	100.0	21.28	Neural Network (Specific Model)	11	0.881	28450	287.6418287937743	5023462	0.41	5140	360	126014	None
ERR2641635_bin.20	28.31	0.13	Neural Network (Specific Model)	11	0.939	2565	281.23880597014926	661122	0.37	737	265	7062	None
ERR2641635_bin.21	43.08	1.43	Neural Network (Specific Model)	11	0.926	3367	277.63702239789194	1362577	0.38	1518	442	13521	None
ERR2641635_bin.22	87.89	85.13	Neural Network (Specific Model)	11	0.877	9465	295.3261052631579	4791624	0.59	4750	664	62436	None
ERR2641635_bin.23	72.34	1.14	Neural Network (Specific Model)	11	0.854	4404	287.33190578158457	1882820	0.57	1868	493	22526	None
ERR2641635_bin.24	96.71	1.66	Gradient Boost (General Model)	11	0.901	6138	263.7253902516725	2748405	0.3	3139	577	28253	None
ERR2641635_bin.25	51.63	2.59	Neural Network (Specific Model)	11	0.88	19718	315.6732026143791	1315423	0.61	1224	91	54079	None
ERR2641635_bin.26	96.48	0.22	Neural Network (Specific Model)	11	0.856	25379	330.8255144032922	2815484	0.37	2430	184	110844	None
ERR2641635_bin.27	83.62	6.95	Neural Network (Specific Model)	11	0.92	5609	296.89822635135135	2289818	0.38	2368	517	27542	None
ERR2641635_bin.28	96.92	1.72	Gradient Boost (General Model)	11	0.898	12490	298.667817679558	1442771	0.28	1448	174	49971	None
ERR2641635_bin.29	97.7	0.27	Gradient Boost (General Model)	11	0.899	61032	353.73574211831385	3326536	0.41	2823	99	170322	None
ERR2641635_bin.3	89.21	45.82	Neural Network (Specific Model)	11	0.891	9858	311.3079254079254	4487429	0.45	4290	665	48556	None
ERR2641635_bin.30	89.05	2.61	Neural Network (Specific Model)	11	0.891	75831	332.35845143449706	3231392	0.43	2893	71	230670	None
ERR2641635_bin.31	5.59	0.32	Neural Network (Specific Model)	11	0.865	9212	251.73702422145328	251645	0.45	289	36	30230	None
ERR2641635_bin.32	94.93	7.08	Neural Network (Specific Model)	11	0.866	8656	289.7817792068596	4673906	0.36	4665	732	52261	None
ERR2641635_bin.33	60.95	0.4	Neural Network (Specific Model)	11	0.898	121938	349.16165890816757	2752819	0.41	2363	49	269078	None
ERR2641635_bin.34	99.22	0.53	Neural Network (Specific Model)	11	0.913	54082	365.73384813384814	4662458	0.45	3885	124	193770	None
ERR2641635_bin.35	91.67	4.63	Neural Network (Specific Model)	11	0.897	24844	308.2571756601607	2688656	0.37	2613	181	68877	None
ERR2641635_bin.36	87.61	6.06	Neural Network (Specific Model)	11	0.893	25883	331.12773722627736	3041512	0.48	2740	178	75456	None
ERR2641635_bin.37	97.4	112.82	Neural Network (Specific Model)	11	0.894	6476	287.2079347497734	9546855	0.42	9931	1960	39506	None
ERR2641635_bin.38	92.94	16.98	Gradient Boost (General Model)	11	0.876	16251	292.063662670525	4829751	0.41	4838	483	82556	None
ERR2641635_bin.39	4.53	0.02	Neural Network (Specific Model)	11	0.867	16162	292.1835748792271	208757	0.48	207	22	43617	None
ERR2641635_bin.4	79.97	15.89	Neural Network (Specific Model)	11	0.914	5528	339.11482254697285	5854746	0.42	5269	1234	52878	None
ERR2641635_bin.40	64.92	0.04	Neural Network (Specific Model)	11	0.876	708670	380.36611489776044	1337142	0.6	1027	9	708670	None
ERR2641635_bin.41	97.1	0.06	Neural Network (Specific Model)	11	0.879	54428	349.0974099099099	2113641	0.6	1776	60	209625	None
ERR2641635_bin.42	41.58	0.1	Neural Network (Specific Model)	11	0.899	213323	326.77236842105265	827204	0.59	760	5	274110	None
ERR2641635_bin.43	9.24	0.0	Neural Network (Specific Model)	11	0.877	32110	287.7846715328467	268987	0.46	274	12	42730	None
ERR2641635_bin.44	100.0	0.26	Gradient Boost (General Model)	11	0.898	27868	298.2423719055843	1727003	0.46	1737	95	79700	None
ERR2641635_bin.5	99.96	10.4	Neural Network (Specific Model)	11	0.901	67753	374.2734259532959	4212701	0.41	3383	114	483410	None
ERR2641635_bin.6	81.59	1.95	Neural Network (Specific Model)	11	0.881	10409	295.85890949971895	1791066	0.6	1779	233	57498	None
ERR2641635_bin.7	83.81	0.11	Neural Network (Specific Model)	11	0.909	59955	321.1637564889099	2242740	0.44	2119	64	148015	None
ERR2641635_bin.8	8.72	0.05	Neural Network (Specific Model)	11	0.866	13928	279.0019723865878	488617	0.35	507	59	72107	None
ERR2641635_bin.9	32.45	0.12	Neural Network (Specific Model)	11	0.902	143168	394.9207266721718	1589698	0.41	1211	26	261016	None
ERR2641677_bin.1	55.59	1.56	Neural Network (Specific Model)	11	0.912	3565	292.8374689826303	1550986	0.45	1612	459	12081	None
ERR2641677_bin.10	88.23	0.87	Neural Network (Specific Model)	11	0.896	35819	334.60286677908937	2651866	0.47	2372	108	99967	None
ERR2641677_bin.11	80.02	1.15	Neural Network (Specific Model)	11	0.911	10034	344.72903225806454	3163334	0.47	2790	433	41531	None
ERR2641677_bin.12	98.49	23.42	Neural Network (Specific Model)	11	0.906	9618	343.8646907216495	7939015	0.42	6984	1203	75293	None
ERR2641677_bin.13	36.34	5.33	Neural Network (Specific Model)	11	0.88	2802	233.11645838872641	2979542	0.35	3761	1083	13538	None
ERR2641677_bin.14	11.79	0.61	Neural Network (Specific Model)	11	0.824	21658	286.11417322834643	528038	0.39	508	31	58832	None
ERR2641677_bin.15	15.06	0.03	Neural Network (Specific Model)	11	0.903	85450	313.57654723127035	319270	0.39	307	4	157570	None
ERR2641677_bin.16	94.27	1.31	Neural Network (Specific Model)	11	0.871	44035	319.4948694029851	2355496	0.58	2144	88	134912	None
ERR2641677_bin.17	97.66	0.0	Gradient Boost (General Model)	11	0.898	142644	320.23355774210256	2063283	0.45	1931	23	312206	None
ERR2641677_bin.18	99.77	6.77	Neural Network (Specific Model)	11	0.863	35106	323.8019448946515	3465019	0.42	3085	183	116492	None
ERR2641677_bin.19	18.47	0.78	Neural Network (Specific Model)	11	0.939	2483	317.57360861759423	1128245	0.43	1114	450	9205	None
ERR2641677_bin.2	45.21	0.64	Gradient Boost (General Model)	11	0.913	2670	259.4489981785064	933957	0.63	1098	357	10236	None
ERR2641677_bin.20	8.91	0.12	Neural Network (Specific Model)	11	0.861	11723	269.61273209549074	353123	0.51	377	39	35938	None
ERR2641677_bin.21	33.42	0.16	Neural Network (Specific Model)	11	0.918	2740	260.1615598885794	609610	0.51	718	229	10093	None
ERR2641677_bin.22	85.86	0.15	Neural Network (Specific Model)	11	0.894	24350	336.01269035532994	2217093	0.42	1970	134	91359	None
ERR2641677_bin.23	89.4	0.97	Neural Network (Specific Model)	11	0.902	56603	347.24295010845987	3722396	0.46	3227	105	221072	None
ERR2641677_bin.24	97.09	17.83	Neural Network (Specific Model)	11	0.857	18018	279.59440459110476	6810479	0.41	6970	677	141835	None
ERR2641677_bin.25	48.27	0.77	Gradient Boost (General Model)	11	0.89	2651	245.81127241673784	968206	0.6	1171	378	9099	None
ERR2641677_bin.26	89.72	0.62	Neural Network (Specific Model)	11	0.898	21764	295.71219018715226	1948209	0.34	1977	137	109792	None
ERR2641677_bin.27	94.28	1.35	Neural Network (Specific Model)	11	0.906	14171	352.8673897830651	3335479	0.59	2858	330	57854	None
ERR2641677_bin.28	82.73	3.09	Neural Network (Specific Model)	11	0.899	10465	310.0752014324082	2308100	0.43	2234	298	51394	None
ERR2641677_bin.29	99.27	2.72	Neural Network (Specific Model)	11	0.898	68068	357.064	4912043	0.42	4125	152	266177	None
ERR2641677_bin.3	82.22	0.32	Neural Network (Specific Model)	11	0.883	6263	292.80483490566036	1683841	0.47	1696	352	54612	None
ERR2641677_bin.30	70.72	0.23	Neural Network (Specific Model)	11	0.864	58971	339.80194805194805	1451919	0.6	1232	34	114168	None
ERR2641677_bin.31	89.24	1.0	Neural Network (Specific Model)	11	0.892	13350	333.9385805277525	2465724	0.56	2198	268	64518	None
ERR2641677_bin.32	77.67	5.55	Neural Network (Specific Model)	11	0.872	5786	299.4944670937682	1766624	0.57	1717	377	20306	None
ERR2641677_bin.33	24.62	0.05	Neural Network (Specific Model)	11	0.906	71276	346.8972602739726	502444	0.61	438	11	102416	None
ERR2641677_bin.34	87.12	1.47	Gradient Boost (General Model)	11	0.877	161941	316.68430439952436	1820382	0.41	1682	23	222393	None
ERR2641677_bin.35	85.19	2.36	Neural Network (Specific Model)	11	0.904	43574	319.2706174886034	2552775	0.44	2413	99	79564	None
ERR2641677_bin.36	26.08	0.27	Neural Network (Specific Model)	11	0.912	2422	245.16943521594683	484538	0.51	602	201	6268	None
ERR2641677_bin.37	93.1	112.04	Neural Network (Specific Model)	11	0.894	3325	267.40043322010536	18199219	0.42	20313	5797	36986	None
ERR2641677_bin.4	95.63	5.56	Neural Network (Specific Model)	11	0.908	46055	365.5955566776067	4777695	0.47	3961	159	150952	None
ERR2641677_bin.5	96.34	0.12	Gradient Boost (General Model)	11	0.887	20897	324.6835106382979	2471873	0.49	2256	186	66767	None
ERR2641677_bin.6	68.2	0.03	Neural Network (Specific Model)	11	0.895	4507	286.27558202490525	1768807	0.44	1847	457	22399	None
ERR2641677_bin.7	48.67	2.87	Neural Network (Specific Model)	11	0.882	2842	265.69184027777777	1039549	0.61	1152	367	11186	None
ERR2641677_bin.8	78.52	2.0	Neural Network (Specific Model)	11	0.899	4345	302.2772177419355	1998081	0.37	1984	499	30294	None
ERR2641677_bin.9	94.51	0.16	Neural Network (Specific Model)	11	0.864	160401	329.5146489773355	2068140	0.54	1809	25	260632	None
SRR059458_bin.1	99.88	0.45	Neural Network (Specific Model)	11	0.866	145880	348.4069089277703	2687982	0.42	2229	63	248732	None
SRR059458_bin.10	34.21	0.52	Neural Network (Specific Model)	11	0.914	2500	247.63803680981596	396627	0.37	489	162	7792	None
SRR059458_bin.11	55.32	3.35	Neural Network (Specific Model)	11	0.913	3828	303.40732519422863	896857	0.54	901	255	18249	None
SRR059458_bin.12	50.88	2.4	Gradient Boost (General Model)	11	0.943	2209	281.01751592356686	560273	0.29	628	251	5464	None
SRR059458_bin.13	74.96	0.92	Neural Network (Specific Model)	11	0.873	6716	322.5525876460768	1325143	0.47	1198	236	29033	None
SRR059458_bin.14	70.71	0.24	Neural Network (Specific Model)	11	0.874	169853	376.9453488372093	1112245	0.43	860	17	243651	None
SRR059458_bin.15	33.73	5.63	Neural Network (Specific Model)	11	0.902	3024	304.0283569641368	1210268	0.53	1199	416	13749	None
SRR059458_bin.16	84.57	2.85	Neural Network (Specific Model)	11	0.882	17463	336.4147217235188	1909578	0.35	1671	185	75401	None
SRR059458_bin.17	23.7	0.0	Neural Network (Specific Model)	11	0.878	239484	383.8910891089109	397249	0.4	303	2	239484	None
SRR059458_bin.2	94.94	3.7	Gradient Boost (General Model)	11	0.914	87763	364.37797863599013	1453392	0.42	1217	34	145393	None
SRR059458_bin.3	83.4	0.08	Neural Network (Specific Model)	11	0.901	18838	316.327868852459	1474882	0.47	1403	122	54793	None
SRR059458_bin.4	99.99	89.28	Neural Network (Specific Model)	11	0.94	21013	315.8156288156288	2468159	0.28	2457	205	92350	None
SRR059458_bin.5	99.42	1.06	Neural Network (Specific Model)	11	0.894	30764	319.3192771084337	1597814	0.39	1494	89	84183	None
SRR059458_bin.6	34.27	11.27	Neural Network (Specific Model)	11	0.869	4505	294.3403093721565	1115050	0.52	1099	278	17361	None
SRR059458_bin.7	21.42	0.02	Neural Network (Specific Model)	11	0.92	2277	249.759765625	416069	0.54	512	183	6194	None
SRR059458_bin.8	66.67	0.54	Neural Network (Specific Model)	11	0.916	3820	286.72395128552097	1385095	0.56	1478	397	16561	None
SRR059458_bin.9	88.15	2.42	Neural Network (Specific Model)	11	0.878	10909	326.77150304083403	1284461	0.43	1151	170	75817	None
SRR059459_bin.1	23.07	0.0	Neural Network (Specific Model)	11	0.877	239484	383.7986798679868	397362	0.4	303	2	239484	None
SRR059459_bin.10	91.08	1.92	Neural Network (Specific Model)	11	0.881	10182	328.1151202749141	1298715	0.43	1164	174	69781	None
SRR059459_bin.11	16.96	0.03	Neural Network (Specific Model)	11	0.915	2369	247.88598574821853	341401	0.53	421	144	5427	None
SRR059459_bin.12	37.22	18.25	Neural Network (Specific Model)	11	0.875	4556	290.7304913294798	1377357	0.52	1384	347	17913	None
SRR059459_bin.13	97.63	1.94	Neural Network (Specific Model)	11	0.883	17499	344.6574492099323	2072398	0.35	1772	194	68119	None
SRR059459_bin.14	64.61	0.1	Neural Network (Specific Model)	11	0.912	3704	278.6053748231966	1293549	0.56	1414	384	14287	None
SRR059459_bin.15	88.89	0.2	Gradient Boost (General Model)	11	0.911	117693	357.20110192837467	1279966	0.42	1089	31	171881	None
SRR059459_bin.16	30.06	0.43	Neural Network (Specific Model)	11	0.945	2248	286.5383022774327	438464	0.29	483	189	8325	None
SRR059459_bin.2	100.0	90.4	Neural Network (Specific Model)	11	0.941	21958	315.93819991704686	2421194	0.28	2411	206	81927	None
SRR059459_bin.3	60.42	0.06	Neural Network (Specific Model)	11	0.875	194789	378.15021459227466	905347	0.42	699	9	302351	None
SRR059459_bin.4	87.93	0.53	Neural Network (Specific Model)	11	0.903	24553	320.6607387140903	1553614	0.47	1462	109	99985	None
SRR059459_bin.5	99.78	0.02	Neural Network (Specific Model)	11	0.871	137111	346.3598925693823	2661787	0.42	2234	53	256746	None
SRR059459_bin.6	70.06	0.15	Neural Network (Specific Model)	11	0.87	6177	302.8157286044719	1352231	0.46	1297	275	24203	None
SRR059459_bin.7	33.42	1.67	Neural Network (Specific Model)	11	0.896	3017	305.1809355692851	1156249	0.52	1133	392	15058	None
SRR059459_bin.8	45.58	3.15	Neural Network (Specific Model)	11	0.914	3901	299.3173076923077	816861	0.54	832	232	12294	None
SRR059459_bin.9	92.27	0.76	Neural Network (Specific Model)	11	0.894	24232	317.97858672376873	1492039	0.39	1401	101	96010	None
SRR513791_bin.1	39.06	0.01	Neural Network (Specific Model)	11	0.877	20799	285.1525198938992	734322	0.38	754	48	62084	None
SRR513791_bin.2	82.45	0.02	Neural Network (Specific Model)	11	0.91	87820	319.204	1314646	0.34	1250	28	154151	None
SRR513791_bin.3	45.69	0.2	Neural Network (Specific Model)	11	0.902	32016	296.8859649122807	786294	0.36	798	45	85239	None
SRR8692206_bin.1	79.62	0.31	Neural Network (Specific Model)	11	0.891	296748	311.5507048658481	2304270	0.37	2199	18	485031	None
SRR8692206_bin.10	10.95	0.01	Neural Network (Specific Model)	11	0.896	222242	320.3483606557377	261152	0.39	244	3	222242	None
SRR8692206_bin.11	46.81	0.89	Neural Network (Specific Model)	11	0.893	2656	221.46597277822258	928037	0.39	1249	358	8073	None
SRR8692206_bin.12	16.56	0.01	Neural Network (Specific Model)	11	0.883	117615	344.77714285714285	409336	0.4	350	7	120880	None
SRR8692206_bin.13	10.81	0.02	Neural Network (Specific Model)	11	0.841	10774	252.21674140508222	600743	0.28	669	93	41536	None
SRR8692206_bin.14	18.25	0.13	Neural Network (Specific Model)	11	0.885	160551	320.77272727272725	597451	0.39	550	6	189940	None
SRR8692206_bin.15	99.77	2.36	Neural Network (Specific Model)	11	0.833	42522	302.3154604472229	4523922	0.28	4159	191	188690	None
SRR8692206_bin.16	63.33	0.03	Neural Network (Specific Model)	11	0.889	347327	320.1353550295858	2915663	0.51	2704	18	474892	None
SRR8692206_bin.17	4.84	0.01	Neural Network (Specific Model)	11	0.87	17613	295.92605633802816	289142	0.4	284	19	61680	None
SRR8692206_bin.18	8.11	0.0	Neural Network (Specific Model)	11	0.907	421109	379.22038567493115	454679	0.45	363	2	421109	None
SRR8692206_bin.19	8.59	0.01	Neural Network (Specific Model)	11	0.892	60747	294.8864864864865	365946	0.43	370	8	99166	None
SRR8692206_bin.2	48.18	0.2	Neural Network (Specific Model)	11	0.863	471532	317.85237613751264	1091626	0.39	989	4	479180	None
SRR8692206_bin.20	4.34	0.02	Neural Network (Specific Model)	11	0.793	36463	276.23	208683	0.42	200	10	79777	None
SRR8692206_bin.21	58.24	0.06	Neural Network (Specific Model)	11	0.904	402234	331.01559020044544	985014	0.38	898	4	430494	None
SRR8692206_bin.22	15.51	0.0	Neural Network (Specific Model)	11	0.893	145669	335.21958456973294	757765	0.51	674	6	205509	None
SRR8692206_bin.23	22.66	0.16	Neural Network (Specific Model)	11	0.888	165561	339.17489711934155	556169	0.4	486	6	266858	None
SRR8692206_bin.24	19.81	0.0	Neural Network (Specific Model)	11	0.914	133411	370.9211229946524	910088	0.47	748	9	179742	None
SRR8692206_bin.25	96.75	0.58	Neural Network (Specific Model)	11	0.908	88604	352.750062672349	4643528	0.46	3989	81	207439	None
SRR8692206_bin.3	34.49	0.01	Neural Network (Specific Model)	11	0.884	78363	304.5197934595525	599600	0.4	581	14	126462	None
SRR8692206_bin.4	99.88	1.08	Neural Network (Specific Model)	11	0.901	110920	358.9913067863152	4255843	0.46	3566	53	285297	None
SRR8692206_bin.5	64.91	1.31	Neural Network (Specific Model)	11	0.914	154673	362.77675489067894	3100588	0.45	2607	30	373146	None
SRR8692206_bin.6	99.51	0.49	Neural Network (Specific Model)	11	0.91	34076	340.1272727272727	2212723	0.59	1980	89	109395	None
SRR8692206_bin.7	4.41	0.0	Neural Network (Specific Model)	11	0.837	141861	256.57339449541286	200239	0.48	218	3	141861	None
SRR8692206_bin.8	22.49	0.01	Neural Network (Specific Model)	11	0.887	658229	325.5692488262911	937488	0.5	852	5	658229	None
SRR8692206_bin.9	97.56	0.98	Neural Network (Specific Model)	11	0.896	22234	284.04734945959854	1843678	0.34	1943	134	123278	None
SRR8692207_bin.1	59.03	0.35	Neural Network (Specific Model)	11	0.894	211980	372.9393669193045	2802129	0.43	2243	18	451523	None
SRR8692207_bin.10	31.54	0.12	Neural Network (Specific Model)	11	0.893	421107	347.54097268487675	1749562	0.44	1501	9	555641	None
SRR8692207_bin.11	96.24	0.21	Neural Network (Specific Model)	11	0.906	11668	309.18307567127744	2512119	0.63	2458	292	35940	None
SRR8692207_bin.12	99.84	0.12	Neural Network (Specific Model)	11	0.897	26944	349.4639498432602	5211235	0.41	4466	303	98012	None
SRR8692207_bin.13	50.09	0.4	Neural Network (Specific Model)	11	0.879	2763	252.73878364905283	1728184	0.65	2006	648	11940	None
SRR8692207_bin.14	99.86	1.18	Neural Network (Specific Model)	11	0.912	88733	364.7019152953871	4441856	0.45	3707	94	278814	None
SRR8692207_bin.15	83.77	0.34	Neural Network (Specific Model)	11	0.892	46179	311.41026368018146	3686273	0.56	3527	114	232810	None
SRR8692207_bin.16	48.31	0.49	Neural Network (Specific Model)	11	0.853	61750	301.5293132328308	1894719	0.44	1791	48	178125	None
SRR8692207_bin.17	46.85	0.48	Neural Network (Specific Model)	11	0.855	36732	293.89330218068534	1322520	0.47	1284	55	118578	None
SRR8692207_bin.18	17.14	0.03	Neural Network (Specific Model)	11	0.882	27597	298.12	835319	0.56	825	46	69562	None
SRR8692207_bin.19	13.14	0.28	Neural Network (Specific Model)	11	0.857	9108	271.4270015698587	603498	0.58	637	100	53588	None
SRR8692207_bin.2	46.54	2.49	Neural Network (Specific Model)	11	0.851	56345	304.6810261374637	2214066	0.42	2066	49	193939	None
SRR8692207_bin.20	66.59	0.5	Neural Network (Specific Model)	11	0.857	3689	235.09419063733785	1455986	0.37	1773	431	18016	None
SRR8692207_bin.21	98.99	0.34	Neural Network (Specific Model)	11	0.887	139165	318.5929339477727	4900177	0.51	4557	69	375240	None
SRR8692207_bin.22	11.33	0.02	Neural Network (Specific Model)	11	0.883	348825	364.29945054945057	449856	0.44	364	2	348825	None
SRR8692207_bin.23	99.98	0.57	Neural Network (Specific Model)	11	0.887	191459	347.6976021314387	2644781	0.59	2252	23	686648	None
SRR8692207_bin.3	6.8	0.01	Neural Network (Specific Model)	11	0.865	8909	246.6934306569343	233467	0.44	274	32	55119	None
SRR8692207_bin.4	63.22	3.67	Neural Network (Specific Model)	11	0.882	29879	319.80437756497946	1589187	0.6	1462	101	112813	None
SRR8692207_bin.5	28.44	0.69	Neural Network (Specific Model)	11	0.876	22210	376.50409836065575	628853	0.6	488	38	49150	None
SRR8692207_bin.6	92.52	0.72	Neural Network (Specific Model)	11	0.886	15157	306.19034994697773	1953504	0.39	1886	202	49166	None
SRR8692207_bin.7	45.27	0.03	Neural Network (Specific Model)	11	0.861	29570	308.75145469659185	1292191	0.47	1203	64	186154	None
SRR8692207_bin.8	90.13	1.75	Neural Network (Specific Model)	11	0.856	162727	359.0662488809311	2807858	0.65	2234	31	270199	None
SRR8692207_bin.9	91.67	1.55	Neural Network (Specific Model)	11	0.908	14294	335.52304871660556	4229705	0.43	3818	435	62009	None
SRR8692213_bin.1	90.35	0.08	Neural Network (Specific Model)	11	0.889	47269	310.9928057553957	1892136	0.42	1807	53	119377	None
SRR8692213_bin.10	99.81	0.22	Neural Network (Specific Model)	11	0.887	221911	321.13137557959817	5610383	0.56	5176	47	466156	None
SRR8692213_bin.11	100.0	14.89	Neural Network (Specific Model)	11	0.897	89982	360.5927685950413	5831518	0.42	4840	107	447688	None
SRR8692213_bin.12	17.73	0.02	Neural Network (Specific Model)	11	0.865	252773	383.36942675159236	417505	0.6	314	4	252773	None
SRR8692213_bin.13	26.64	0.13	Neural Network (Specific Model)	11	0.874	72022	322.4880763116057	695284	0.6	629	14	139325	None
SRR8692213_bin.14	92.75	1.85	Neural Network (Specific Model)	11	0.884	8284	271.5681303757356	2031492	0.4	2209	336	36587	None
SRR8692213_bin.2	51.43	0.13	Neural Network (Specific Model)	11	0.875	275259	316.42480211081795	1230219	0.6	1137	9	544464	None
SRR8692213_bin.3	95.0	0.75	Neural Network (Specific Model)	11	0.879	10097	306.1294198420872	3039275	0.64	2913	429	59772	None
SRR8692213_bin.4	84.32	3.64	Neural Network (Specific Model)	11	0.906	8262	308.84287454323993	4191121	0.46	4105	675	48378	None
SRR8692213_bin.5	78.59	1.96	Neural Network (Specific Model)	11	0.889	143119	323.34256694367497	4716406	0.49	4332	58	633037	None
SRR8692213_bin.6	47.99	1.16	Neural Network (Specific Model)	11	0.915	2898	266.58680555555554	2260331	0.45	2592	803	7880	None
SRR8692213_bin.7	34.44	0.53	Neural Network (Specific Model)	11	0.896	208955	336.6779261586803	1432035	0.5	1273	15	331162	None
SRR8692213_bin.8	84.98	0.22	Neural Network (Specific Model)	11	0.901	111999	348.0969374167776	4344190	0.42	3755	70	305494	None
SRR8692213_bin.9	8.17	0.23	Neural Network (Specific Model)	11	0.847	3705	227.22290388548058	391978	0.34	489	114	28842	None
